region_name,state_name,lat_max,lat_min,lng_max,lng_min,lat_avg,lng_avg,yearly_sunlight_kwh_kw_threshold_avg,count_qualified,percent_covered,percent_qualified,number_of_panels_n,number_of_panels_s,number_of_panels_e,number_of_panels_w,number_of_panels_f,number_of_panels_median,number_of_panels_total,kw_median,kw_total,yearly_sunlight_kwh_n,yearly_sunlight_kwh_s,yearly_sunlight_kwh_e,yearly_sunlight_kwh_w,yearly_sunlight_kwh_f,yearly_sunlight_kwh_median,yearly_sunlight_kwh_total,install_size_kw_buckets_json,carbon_offset_metric_tons,existing_installs_count
Wilson County,North Carolina,35.8668184,35.586083,-77.6622251,-78.1847869,35.73065223494088,-77.9189781645225,1087.1499999999999,15188.0,69.67325176020233,74.50576404218788,55495.0,247641.0,159025.0,179322.0,817320.0,37.0,1458803.0,9.25,364700.75,1.5679353590112306E7,8.27543137521118E7,4.816839816415405E7,5.515594008211058E7,2.6764806540808097E8,11569.853234863282,4.6940607099656975E8,"[[0,3182],[5,5003],[10,3072],[15,1456],[20,669],[25,323],[30,213],[35,168],[40,119],[45,70],[50,78],[55,62],[60,58],[65,44],[70,44],[75,37],[80,37],[85,18],[90,23],[95,26],[100,32],[105,33],[110,20],[115,18],[120,22],[125,13],[130,12],[135,14],[140,19],[145,2],[150,14],[155,11],[160,7],[165,12],[170,5],[175,3],[180,7],[185,10],[190,6],[195,5],[200,2],[205,5],[210,10],[215,5],[220,4],[225,5],[230,2],[235,5],[240,4],[245,5],[250,4],[255,4],[260,6],[265,4],[270,3],[275,3],[280,3],[285,3],[290,3],[295,1],[300,4],[305,2],[310,1],[315,3],[320,4],[325,2],[335,3],[340,1],[345,2],[355,1],[360,1],[365,1],[370,2],[385,1],[395,3],[400,3],[405,2],[410,2],[415,2],[420,1],[430,2],[435,1],[440,1],[445,1],[455,1],[460,1],[485,1],[490,1],[495,2],[500,2],[510,1],[515,1],[520,2],[525,1],[530,1],[540,3],[545,1],[550,2],[575,1],[585,3],[590,2],[595,1],[600,2],[605,2],[610,2],[615,1],[625,1],[635,1],[640,1],[660,1],[685,1],[690,2],[710,2],[735,1],[745,1],[770,1],[775,1],[785,1],[800,2],[810,1],[855,1],[895,1],[900,1],[975,1],[980,1],[995,1],[1000,2],[1025,1],[1035,1],[1040,1],[1060,1],[1105,1],[1110,1],[1115,1],[1190,1],[1220,1],[1265,1],[1310,1],[1340,1],[1365,1],[1390,1],[1455,1],[1495,1],[1500,1],[1520,1],[1590,1],[1705,1],[1720,1],[1775,1],[1790,1],[1855,1],[1960,1],[2265,1],[2355,1],[2495,1],[2550,1],[2785,1],[3770,1],[3825,1],[4170,1],[4810,1],[6315,1]]",275563.1892117518,13.0
Wilson County,Tennessee,36.3517391,35.9577796,-86.0258184,-86.5947045,36.19330317408474,-86.39109263796534,1017.4499999999999,10497.0,18.48948469228109,93.49781776075532,38093.0,200217.0,162646.0,152081.0,46046.0,50.0,599083.0,12.5,149770.75,1.0057101370739747E7,6.3000137611401334E7,4.672541039855957E7,4.2941395627691664E7,1.4023573421405023E7,14714.475238037108,1.767476184297975E8,"[[0,857],[5,2787],[10,3017],[15,2171],[20,912],[25,400],[30,150],[35,84],[40,36],[45,15],[50,12],[55,5],[60,4],[65,6],[70,1],[75,4],[80,2],[85,2],[90,1],[95,1],[100,2],[105,4],[125,1],[135,3],[150,2],[155,1],[165,1],[175,2],[180,1],[210,1],[245,1],[250,1],[265,1],[285,1],[290,1],[300,1],[335,1],[415,2],[735,1],[750,1],[875,1]]",134967.51242301322,5.0
Windham County,Connecticut,42.027181,41.6350555,-71.7885435,-72.2450651,41.81575854532139,-71.98158877425266,974.1,5759.0,17.7737772563615,65.54000227608968,16098.0,106078.0,63362.0,49162.0,344638.0,28.0,579338.0,7.0,144834.5,3981242.7579895006,3.1515265884936508E7,1.7342273481884766E7,1.310495073487549E7,9.931360405418701E7,8050.170184326172,1.652573369138734E8,"[[0,1606],[5,2198],[10,856],[15,292],[20,149],[25,90],[30,66],[35,43],[40,35],[45,34],[50,24],[55,26],[60,31],[65,27],[70,10],[75,15],[80,17],[85,13],[90,16],[95,6],[100,7],[105,11],[110,3],[115,15],[120,5],[125,3],[130,2],[135,6],[140,5],[145,3],[150,8],[155,4],[160,6],[165,2],[170,5],[175,3],[180,3],[185,3],[190,6],[195,1],[200,1],[205,3],[210,2],[215,1],[220,1],[225,4],[235,2],[240,3],[250,1],[255,1],[260,1],[265,2],[270,1],[275,2],[280,2],[285,1],[290,4],[295,2],[300,1],[305,2],[310,1],[315,2],[320,2],[335,1],[345,4],[350,1],[360,2],[365,1],[370,2],[385,1],[390,1],[395,1],[410,1],[415,1],[440,2],[445,1],[450,1],[455,2],[460,1],[515,1],[520,1],[530,1],[535,1],[540,1],[575,1],[595,1],[610,1],[615,1],[620,1],[660,1],[695,1],[705,2],[720,1],[750,1],[795,1],[805,1],[810,1],[820,1],[825,1],[845,1],[880,1],[900,1],[960,2],[1300,1],[1310,1],[1470,1],[1530,1],[1555,1],[1640,1],[1725,1],[2005,1],[2185,1],[2190,1],[3875,1],[4205,1],[5255,1]]",71554.82423007688,12.0
Winnebago County,Wisconsin,44.2442009,43.8938448,-88.4043512,-88.8863371,44.10802735876289,-88.55643651812005,971.55,33435.0,63.598175708113295,78.87101339875449,128012.0,575870.0,417128.0,479728.0,2015743.0,34.0,3616481.0,8.5,904120.25,3.1916475378799435E7,1.7298462611614984E8,1.1271905206659542E8,1.2886631371211545E8,5.808911105918213E8,9487.69906616211,1.0273775778654823E9,"[[0,8245],[5,10682],[10,5536],[15,3095],[20,1594],[25,779],[30,442],[35,352],[40,248],[45,226],[50,173],[55,162],[60,112],[65,112],[70,121],[75,109],[80,80],[85,70],[90,80],[95,49],[100,62],[105,54],[110,39],[115,28],[120,49],[125,28],[130,33],[135,41],[140,32],[145,18],[150,15],[155,20],[160,15],[165,18],[170,20],[175,13],[180,13],[185,23],[190,11],[195,15],[200,15],[205,16],[210,7],[215,18],[220,10],[225,12],[230,14],[235,9],[240,4],[245,11],[250,13],[255,10],[260,11],[265,5],[270,10],[275,9],[280,10],[285,6],[290,5],[295,8],[300,3],[305,11],[310,8],[315,11],[320,4],[325,4],[330,6],[335,6],[340,5],[345,8],[350,5],[355,7],[360,3],[365,4],[370,7],[375,5],[380,1],[385,2],[390,5],[395,4],[400,5],[405,1],[410,6],[420,3],[425,3],[430,2],[435,3],[440,2],[445,6],[450,2],[455,2],[465,4],[475,1],[480,2],[485,5],[495,4],[500,1],[505,5],[510,2],[515,3],[520,4],[525,1],[530,3],[535,3],[540,1],[545,4],[550,4],[555,1],[560,1],[565,2],[580,2],[585,2],[590,1],[600,2],[605,2],[610,2],[615,3],[620,3],[630,1],[640,1],[650,3],[655,2],[660,4],[670,2],[675,1],[680,2],[690,2],[695,2],[705,5],[710,2],[715,2],[725,1],[730,2],[735,2],[740,1],[745,1],[755,3],[760,2],[770,1],[775,3],[785,1],[790,1],[795,1],[805,1],[810,1],[815,2],[820,3],[825,2],[830,1],[840,2],[845,3],[850,1],[855,1],[860,1],[865,1],[870,1],[875,2],[885,3],[890,1],[900,1],[905,2],[915,3],[925,1],[930,2],[935,2],[950,1],[955,1],[960,1],[980,1],[990,1],[1005,2],[1010,1],[1020,1],[1025,1],[1055,1],[1060,1],[1065,4],[1070,3],[1080,1],[1090,1],[1100,2],[1105,1],[1120,1],[1140,1],[1180,2],[1185,3],[1190,1],[1200,1],[1215,1],[1220,1],[1225,1],[1245,1],[1255,1],[1260,1],[1275,2],[1290,1],[1305,1],[1345,1],[1355,4],[1365,1],[1375,1],[1390,2],[1395,1],[1405,1],[1420,1],[1430,1],[1515,1],[1540,1],[1555,4],[1585,2],[1600,2],[1610,1],[1615,2],[1620,1],[1660,1],[1665,1],[1710,1],[1735,1],[1765,3],[1820,1],[1870,1],[1875,1],[1900,1],[1955,1],[1970,1],[1985,1],[2025,1],[2045,1],[2085,1],[2090,1],[2155,1],[2180,1],[2195,1],[2200,1],[2210,1],[2275,1],[2305,1],[2330,1],[2360,1],[2425,1],[2485,1],[2535,2],[2555,1],[2600,1],[2615,1],[2655,1],[2765,1],[2790,2],[3000,1],[3130,1],[3165,1],[3205,1],[3310,1],[3415,1],[3445,1],[3590,1],[3925,1],[4035,1],[4260,1],[5290,1],[5675,1]]",807639.5660014426,28.0
Winnebago County,Illinois,42.5000953,42.1506859,-88.9400771,-89.4007293,42.31113229995101,-89.07135317853613,974.9499999999999,75455.0,76.98799534267475,78.69979244240015,241483.0,1442118.0,912931.0,1015464.0,3463714.0,41.0,7075710.0,10.25,1768927.5,6.028263857806396E7,4.3100725039406735E8,2.46938202933893E8,2.7315013910089713E8,1.0039146925061891E9,11446.658850097656,2.0152929235131106E9,"[[0,15294],[5,21197],[10,14381],[15,9460],[20,5477],[25,2598],[30,1227],[35,843],[40,699],[45,445],[50,305],[55,284],[60,201],[65,203],[70,198],[75,140],[80,148],[85,128],[90,101],[95,110],[100,92],[105,88],[110,83],[115,73],[120,69],[125,69],[130,51],[135,61],[140,43],[145,55],[150,47],[155,47],[160,41],[165,31],[170,34],[175,28],[180,35],[185,41],[190,27],[195,24],[200,19],[205,29],[210,20],[215,21],[220,22],[225,15],[230,21],[235,11],[240,20],[245,20],[250,7],[255,20],[260,15],[265,20],[270,17],[275,12],[280,11],[285,14],[290,15],[295,16],[300,10],[305,8],[310,10],[315,9],[320,7],[325,6],[330,10],[335,6],[340,8],[345,7],[350,4],[355,3],[360,9],[365,7],[370,4],[375,6],[380,4],[385,6],[390,10],[395,4],[400,5],[405,3],[410,8],[415,9],[420,8],[425,2],[430,3],[435,3],[440,7],[445,5],[450,4],[455,6],[460,8],[465,7],[470,2],[475,4],[480,6],[485,2],[490,4],[495,13],[500,2],[505,6],[510,5],[515,2],[520,5],[525,2],[530,5],[535,2],[540,4],[545,3],[550,5],[555,5],[560,5],[565,4],[570,1],[575,6],[580,2],[585,4],[590,3],[595,6],[600,2],[605,4],[610,3],[615,2],[620,3],[625,4],[630,3],[635,3],[640,4],[645,1],[650,2],[655,1],[660,3],[670,2],[675,1],[680,1],[685,2],[690,2],[695,1],[700,6],[705,1],[710,2],[715,2],[720,1],[725,3],[730,2],[735,2],[740,2],[745,2],[750,2],[760,2],[765,2],[770,2],[780,2],[785,5],[790,1],[800,3],[805,1],[810,1],[815,1],[825,1],[835,3],[840,2],[845,3],[850,1],[865,1],[870,2],[880,3],[885,2],[890,1],[895,1],[900,1],[905,1],[925,1],[930,2],[940,2],[950,2],[955,2],[960,1],[965,1],[970,2],[975,1],[980,1],[985,1],[990,2],[995,3],[1000,2],[1005,1],[1010,1],[1025,3],[1030,2],[1035,1],[1040,3],[1050,2],[1065,1],[1075,1],[1080,2],[1085,2],[1095,1],[1100,2],[1105,2],[1115,2],[1130,1],[1135,1],[1140,1],[1150,1],[1155,1],[1160,1],[1165,1],[1175,3],[1190,1],[1195,3],[1200,1],[1205,1],[1210,2],[1220,1],[1235,2],[1240,1],[1245,1],[1250,1],[1255,2],[1260,1],[1270,1],[1280,1],[1290,2],[1300,1],[1310,1],[1320,2],[1325,2],[1345,1],[1355,1],[1360,1],[1370,2],[1380,1],[1390,1],[1400,2],[1410,1],[1425,1],[1435,1],[1445,1],[1455,1],[1460,1],[1465,1],[1470,1],[1480,2],[1485,1],[1500,1],[1520,2],[1530,2],[1540,1],[1545,1],[1550,1],[1560,2],[1575,1],[1580,1],[1600,1],[1615,1],[1640,1],[1685,1],[1700,1],[1720,1],[1725,2],[1735,1],[1740,1],[1770,1],[1795,1],[1800,1],[1805,1],[1810,1],[1820,1],[1835,1],[1860,1],[1865,1],[1870,1],[1875,1],[1885,1],[1910,1],[1915,1],[1920,1],[1935,1],[1965,1],[1980,1],[2010,1],[2015,1],[2025,1],[2085,1],[2150,1],[2165,1],[2190,1],[2220,1],[2230,1],[2240,1],[2245,1],[2280,1],[2315,1],[2320,1],[2330,1],[2360,1],[2385,1],[2480,1],[2485,1],[2495,2],[2510,1],[2545,1],[2555,1],[2570,1],[2615,1],[2620,1],[2655,1],[2680,1],[2730,1],[2795,1],[2845,1],[2885,1],[2935,2],[2955,2],[3045,1],[3075,1],[3110,1],[3195,1],[3230,1],[3320,1],[3400,1],[3455,1],[3920,1],[4015,1],[4040,1],[4755,1],[4890,1],[6605,1]]",1668368.2264696257,85.0
Winona County,Minnesota,44.1926741,43.847268,-91.2973992,-92.0787004,44.03050820570439,-91.71556515612387,978.35,64.0,0.5446783453555131,86.48648648648648,127.0,1224.0,1298.0,1551.0,617.0,65.0,4817.0,16.25,1204.25,31648.812426757813,371350.7466247558,346209.8068786621,423902.2232360838,175263.2721130371,18508.64094848633,1348374.8612792976,"[[0,6],[5,13],[10,9],[15,13],[20,10],[25,4],[30,2],[35,2],[50,3],[60,2]]",683.2043314494659,0.0
Wise County,Texas,33.4336695,32.991293,-97.389435,-97.9204535,33.143810866562205,-97.63013005261554,1144.1,59.0,0.16210958608019022,98.33333333333333,215.0,1284.0,497.0,1123.0,830.0,60.0,3949.0,15.0,987.25,68124.64224853515,469946.4130981448,153954.78013916017,364303.5910705566,291112.0337646484,20943.230517578126,1347441.4603210439,"[[0,2],[5,9],[10,16],[15,16],[20,9],[25,5],[30,1],[55,1]]",655.2425222551195,0.0
Wood County,Ohio,41.6185831,41.1667335,-83.4149253,-83.8831441,41.44904129327869,-83.59773647816272,955.4,22599.0,46.160014255167496,87.23798494499131,138418.0,443390.0,292661.0,385513.0,1107338.0,45.0,2367320.0,11.25,591830.0,3.440944878505248E7,1.3179609174566041E8,7.772483023106691E7,1.0503484435842897E8,3.2038083914430225E8,12255.575170898437,6.693460542645111E8,"[[0,3592],[5,6162],[10,5400],[15,3081],[20,1497],[25,672],[30,404],[35,262],[40,180],[45,126],[50,96],[55,91],[60,81],[65,67],[70,50],[75,56],[80,55],[85,34],[90,29],[95,32],[100,29],[105,29],[110,28],[115,29],[120,21],[125,18],[130,28],[135,22],[140,13],[145,13],[150,13],[155,10],[160,10],[165,12],[170,9],[175,9],[180,10],[185,10],[190,9],[195,3],[200,7],[205,4],[210,7],[215,2],[220,4],[225,8],[230,6],[235,2],[240,5],[245,5],[250,3],[255,3],[260,4],[265,3],[275,8],[280,6],[285,5],[290,3],[295,4],[300,4],[310,2],[315,5],[320,2],[325,2],[330,3],[335,2],[340,2],[345,1],[350,6],[355,3],[365,1],[375,3],[385,2],[390,2],[395,3],[400,2],[410,1],[415,2],[420,3],[425,1],[430,2],[435,5],[440,1],[445,2],[450,2],[455,2],[460,2],[465,1],[470,3],[475,1],[480,2],[485,2],[490,1],[495,1],[500,1],[505,1],[515,2],[520,1],[525,1],[530,1],[535,2],[540,2],[545,3],[555,1],[560,1],[570,2],[580,3],[595,1],[600,3],[620,1],[625,1],[630,1],[640,1],[655,2],[660,2],[675,1],[680,1],[705,1],[740,3],[790,1],[825,3],[840,1],[855,1],[865,1],[870,1],[890,1],[905,1],[910,1],[915,1],[940,1],[960,2],[970,1],[975,1],[990,1],[995,1],[1005,1],[1010,1],[1020,1],[1025,1],[1030,1],[1035,2],[1040,1],[1045,1],[1060,1],[1065,1],[1090,1],[1100,2],[1105,1],[1115,1],[1120,1],[1150,1],[1175,1],[1200,1],[1220,1],[1225,2],[1235,1],[1310,1],[1330,1],[1350,1],[1390,1],[1405,1],[1455,1],[1500,1],[1520,1],[1530,1],[1540,1],[1550,1],[1555,1],[1665,1],[1680,2],[1685,1],[1770,1],[1815,1],[1830,1],[1845,1],[1870,1],[1885,1],[1920,1],[1925,1],[1945,2],[1955,1],[1965,1],[1985,1],[2030,2],[2055,1],[2060,1],[2090,1],[2160,1],[2175,1],[2180,2],[2225,1],[2230,1],[2245,1],[2255,1],[2260,1],[2265,1],[2270,1],[2280,1],[2525,1],[2545,1],[2800,1],[2875,1],[2990,1],[3120,1],[3345,1],[3550,1],[4305,1],[4410,1],[4600,1]]",554120.781360675,12.0
Wood County,West Virginia,39.4063411,39.0549134,-81.2596913,-81.7496883,39.2717191770466,-81.53494161060624,978.35,21769.0,79.11011484370202,84.49714707138143,151376.0,331688.0,284440.0,262553.0,539319.0,39.0,1569376.0,9.75,392344.0,3.872001776002501E7,1.0120874483289795E8,7.955963366437073E7,7.248952438597412E7,1.5912834904074702E8,11010.267272949219,4.511062696840148E8,"[[0,4545],[5,6401],[10,4133],[15,2790],[20,1450],[25,749],[30,383],[35,234],[40,142],[45,124],[50,86],[55,69],[60,69],[65,43],[70,31],[75,42],[80,16],[85,39],[90,32],[95,23],[100,20],[105,14],[110,17],[115,12],[120,17],[125,15],[130,14],[135,25],[140,7],[145,8],[150,13],[155,3],[160,9],[165,10],[170,5],[175,1],[180,5],[185,6],[190,10],[195,4],[200,5],[205,3],[210,2],[215,7],[220,5],[225,4],[230,3],[235,3],[240,5],[245,1],[250,4],[255,2],[260,4],[265,2],[270,2],[275,5],[280,4],[290,2],[295,3],[300,3],[305,2],[310,1],[315,1],[320,4],[325,1],[330,3],[340,3],[350,2],[355,1],[360,1],[365,1],[370,1],[375,1],[395,2],[410,1],[420,2],[425,1],[430,1],[435,1],[440,1],[445,2],[450,1],[475,1],[485,1],[495,1],[505,1],[520,1],[530,1],[560,1],[575,1],[590,1],[630,1],[640,1],[650,1],[660,1],[700,2],[715,1],[745,1],[775,1],[780,1],[790,2],[800,1],[810,1],[860,1],[915,1],[920,1],[925,1],[950,1],[955,1],[1000,1],[1020,1],[1090,2],[1110,1],[1310,1],[1345,1],[1350,1],[1410,1],[1525,1],[1785,1],[1800,1],[1935,1],[1940,1],[2015,1],[2030,1],[2125,1],[2340,1],[2570,1],[2940,1],[3360,1]]",373450.1115550372,2.0
Woodbury County,Iowa,42.5618239,42.2118277,-95.6698099,-96.4914387,42.474405352178444,-96.3185252749391,1037.85,23026.0,75.17857935134656,67.94535099884918,29423.0,366380.0,170724.0,276485.0,1043760.0,28.0,1886772.0,7.0,471693.0,7679335.632885744,1.156908458985534E8,4.7591520129705824E7,8.007667877632448E7,3.1494657380496824E8,8334.976940917968,5.659849542424382E8,"[[0,7186],[5,7824],[10,3204],[15,1650],[20,783],[25,399],[30,266],[35,195],[40,144],[45,102],[50,98],[55,82],[60,84],[65,71],[70,53],[75,52],[80,42],[85,32],[90,35],[95,34],[100,36],[105,36],[110,32],[115,33],[120,19],[125,22],[130,20],[135,17],[140,18],[145,15],[150,21],[155,13],[160,12],[165,16],[170,12],[175,19],[180,10],[185,8],[190,10],[195,6],[200,7],[205,3],[210,4],[215,5],[220,10],[225,11],[230,7],[235,10],[240,6],[245,8],[250,8],[255,4],[260,5],[265,8],[270,3],[275,4],[280,3],[285,2],[290,3],[295,4],[300,6],[305,8],[310,6],[315,5],[320,4],[325,8],[330,3],[335,4],[340,1],[345,7],[350,2],[360,2],[365,3],[370,1],[375,3],[380,2],[385,3],[390,2],[395,2],[400,1],[410,1],[415,2],[420,3],[425,2],[430,2],[435,1],[440,2],[445,4],[455,3],[460,1],[470,1],[480,2],[485,1],[490,1],[495,1],[500,1],[505,1],[515,1],[525,3],[530,1],[535,1],[545,2],[550,2],[555,1],[560,2],[565,1],[570,3],[575,1],[580,1],[590,5],[595,1],[605,1],[620,2],[635,2],[645,1],[670,1],[675,1],[720,1],[740,3],[760,1],[780,1],[795,1],[805,1],[825,1],[835,2],[855,1],[860,1],[880,1],[890,1],[925,1],[935,1],[980,1],[985,1],[1015,1],[1035,2],[1065,2],[1080,2],[1110,1],[1115,1],[1150,1],[1190,1],[1225,1],[1230,1],[1255,1],[1295,1],[1300,1],[1330,1],[1355,1],[1360,1],[1365,1],[1380,1],[1390,1],[1470,1],[1615,1],[1635,1],[1695,1],[1715,1],[1730,1],[1755,1],[1765,1],[1840,1],[1875,1],[1950,1],[1985,1],[2015,1],[2020,1],[2165,1],[2270,1],[2350,1],[2385,1],[2435,1],[2700,1],[2705,1],[2815,1],[3000,1],[3680,1]]",286777.3520390227,5.0
Woodford County,Illinois,40.9250832,40.5951305,-88.937851,-89.5385401,40.7785874292772,-89.32177478958974,1004.6999999999999,2309.0,20.436070325792425,71.19950662966389,6703.0,43855.0,31432.0,33812.0,28311.0,41.0,144113.0,10.25,36028.25,1718469.0976867673,1.3267892928381344E7,8798939.949908443,9405998.083215335,8392076.718865968,11889.475439453125,4.158337677805787E7,"[[0,430],[5,643],[10,505],[15,326],[20,174],[25,87],[30,52],[35,24],[40,16],[45,12],[50,4],[55,3],[60,5],[65,2],[70,4],[75,1],[80,1],[90,1],[95,2],[100,1],[115,2],[125,2],[130,1],[135,1],[145,1],[150,1],[165,1],[190,1],[230,1],[260,1],[455,1],[685,1],[715,1],[2660,1]]",35087.97732869908,5.0
Worcester County,Massachusetts,42.720739,42.0100599,-71.477916,-72.2784536,42.30626560274592,-71.81572197295709,978.35,114771.0,54.6487705555477,74.23882740286034,102106.0,1717876.0,1092668.0,1052730.0,4113273.0,30.0,8078653.0,7.5,2019663.25,2.5607153104611207E7,5.048841535287537E8,2.9466529213642585E8,2.8105213295366824E8,1.17745409280704E9,8213.792175292969,2.2836628245305004E9,"[[0,29981],[5,47416],[10,19586],[15,6897],[20,2706],[25,1377],[30,859],[35,650],[40,483],[45,414],[50,346],[55,313],[60,222],[65,204],[70,179],[75,163],[80,150],[85,138],[90,123],[95,115],[100,110],[105,90],[110,81],[115,77],[120,60],[125,76],[130,79],[135,70],[140,69],[145,61],[150,58],[155,47],[160,44],[165,35],[170,47],[175,33],[180,45],[185,34],[190,31],[195,24],[200,24],[205,30],[210,29],[215,32],[220,34],[225,31],[230,23],[235,18],[240,19],[245,21],[250,21],[255,23],[260,21],[265,16],[270,13],[275,18],[280,13],[285,22],[290,14],[295,22],[300,12],[305,12],[310,11],[315,9],[320,10],[325,16],[330,16],[335,8],[340,15],[345,7],[350,16],[355,11],[360,11],[365,10],[370,9],[375,10],[380,8],[385,9],[390,8],[395,11],[400,6],[405,13],[410,9],[415,7],[420,7],[425,4],[430,8],[435,7],[440,4],[445,7],[450,6],[455,5],[460,8],[465,10],[470,8],[475,6],[480,4],[485,5],[490,3],[495,3],[500,11],[505,6],[510,9],[515,10],[520,8],[525,4],[530,12],[535,5],[540,7],[545,4],[550,4],[555,7],[560,4],[565,3],[570,9],[575,4],[580,5],[585,6],[590,1],[595,4],[600,2],[605,6],[610,3],[615,5],[620,2],[625,5],[630,2],[635,3],[645,3],[650,2],[655,5],[660,5],[665,9],[670,5],[675,3],[680,1],[685,3],[690,6],[695,4],[700,5],[705,4],[710,5],[715,3],[720,2],[725,3],[730,2],[735,2],[740,1],[745,4],[750,5],[755,3],[765,2],[780,2],[785,3],[790,3],[800,5],[805,2],[815,2],[820,1],[825,3],[830,3],[840,3],[845,2],[855,2],[860,1],[865,1],[875,1],[885,1],[890,5],[895,4],[900,3],[905,2],[910,1],[915,1],[920,3],[925,1],[930,2],[940,1],[945,1],[955,2],[960,3],[965,1],[970,1],[975,3],[980,1],[985,2],[995,2],[1000,1],[1005,2],[1010,1],[1015,2],[1020,2],[1025,2],[1030,1],[1035,2],[1040,2],[1045,5],[1050,1],[1055,2],[1060,1],[1065,1],[1070,2],[1080,3],[1095,1],[1105,3],[1110,1],[1125,1],[1140,1],[1145,1],[1155,1],[1160,2],[1165,1],[1170,1],[1185,1],[1190,1],[1200,2],[1205,2],[1210,2],[1220,1],[1230,1],[1240,1],[1245,1],[1255,1],[1270,1],[1275,1],[1280,1],[1290,2],[1295,2],[1310,1],[1315,2],[1320,1],[1325,1],[1330,3],[1340,1],[1355,1],[1360,1],[1365,1],[1370,2],[1405,1],[1420,1],[1430,2],[1435,2],[1440,1],[1450,1],[1455,1],[1465,1],[1475,1],[1480,1],[1485,1],[1490,1],[1505,1],[1535,1],[1545,1],[1555,2],[1560,2],[1565,1],[1570,1],[1585,1],[1590,1],[1610,2],[1630,2],[1635,1],[1655,1],[1660,1],[1670,3],[1675,1],[1680,1],[1685,1],[1720,2],[1730,1],[1735,1],[1740,1],[1745,1],[1750,1],[1770,1],[1780,1],[1800,2],[1805,1],[1815,1],[1825,1],[1850,1],[1875,1],[1890,2],[1970,1],[1975,1],[2000,1],[2015,1],[2020,1],[2115,1],[2125,1],[2150,1],[2165,1],[2170,1],[2185,1],[2195,1],[2200,1],[2220,1],[2230,1],[2250,1],[2275,1],[2280,1],[2285,1],[2295,1],[2315,1],[2340,1],[2365,1],[2380,1],[2390,1],[2520,1],[2580,1],[2600,1],[2680,1],[2745,1],[2820,1],[2855,1],[3420,1],[3430,1],[3510,1],[3520,1],[3615,1],[4030,1],[5780,1],[5815,1]]",988803.8562257793,1842.0
Worcester County,Maryland,38.4512086,38.0015581,-75.0501402,-75.6105564,38.34016533766155,-75.18095496446576,1051.45,19.0,0.07357645553422905,82.6086956521739,121.0,262.0,142.0,126.0,177.0,25.0,828.0,6.25,207.0,33298.23794555664,88481.24306640624,41046.81906127929,36244.397296142575,54122.908300781244,7844.657470703125,253193.60567016606,"[[0,6],[5,8],[15,2],[20,1],[25,1],[35,1]]",160.8945685620523,0.0
Worth County,Georgia,31.8465435,31.3333641,-83.6668619,-84.0124253,31.559394371527173,-83.85904406617784,1094.8,147.0,3.8654012079378774,65.625,1325.0,2105.0,1025.0,1348.0,1692.0,49.0,7495.0,12.25,1873.75,388113.720098877,709052.0457214355,310152.2423217774,432472.35809326166,545474.0499328614,15101.256469726562,2385264.4161682134,"[[0,36],[5,22],[10,39],[15,23],[20,17],[25,5],[30,1],[35,2],[40,1],[55,1]]",1418.2450161474337,1.0
Wright County,Minnesota,45.4209592,44.9784068,-93.5159487,-94.2600374,45.19268927329559,-93.85898667138372,982.6,11874.0,21.61853614612812,88.3153588694682,8982.0,218824.0,121150.0,169771.0,198534.0,40.0,717261.0,10.0,179315.25,2205597.0947326664,6.756041194576412E7,3.293569441292114E7,4.667284442183229E7,5.714842095983887E7,11708.30933227539,2.065229688350891E8,"[[0,1516],[5,4209],[10,3711],[15,1357],[20,428],[25,177],[30,97],[35,52],[40,41],[45,32],[50,34],[55,24],[60,17],[65,17],[70,15],[75,10],[80,9],[85,9],[90,10],[95,6],[100,7],[105,4],[110,4],[115,5],[120,2],[125,6],[130,2],[135,1],[140,1],[145,1],[155,5],[160,2],[165,1],[170,2],[175,3],[180,2],[185,1],[190,2],[200,2],[210,2],[220,2],[235,2],[240,1],[245,1],[250,1],[255,2],[270,2],[290,2],[300,1],[310,1],[315,1],[320,1],[330,1],[350,1],[360,1],[365,2],[445,1],[485,1],[575,1],[580,1],[600,1],[635,1],[650,1],[740,1],[745,1],[750,1],[850,1],[880,1],[1000,1],[1105,1],[1115,1],[1160,1],[1165,1],[1180,1],[1190,1],[1220,1],[1225,1],[1380,1],[1495,1],[1820,1],[2195,1],[2320,1]]",104642.55223363246,2.0
